run_id,method,ablation,scenario,disturbance,init_variant,vehicle,speed_deficit_distance_m,speed_deficit_integral_m_s,accel_squared_integral,abs_jerk_integral,abs_nominal_actual_difference_integral,safety_correction_count,safety_correction_abs_integral,action_saturation_count,safety_recheck_violation_count,distance_m,min_net_gap_m,min_FR_gap_m,min_RB_gap_m,min_MF_gap_m,min_MR_gap_m,prepare_speed_deficit_distance_m,execute_speed_deficit_distance_m,success_release_speed_deficit_distance_m,failure_handling_speed_deficit_distance_m,prepare_distance_m,execute_distance_m,success_release_distance_m,failure_handling_distance_m
A_short_window_none_i1,A,,short_window,none,1,M,7.9043966619681845,7.9043966619681845,10.44541958196638,6.824511632933854,2.010666440684597,0.0,0.0,48.0,0.0,281.1182424836823,nan,nan,nan,nan,nan,7.8934121383687135,0.0,0.0,0.01098452359947082,95.56114288433878,0.0,0.0,185.55709959934353
A_short_window_none_i1,A,,short_window,none,1,R,17.35587499999929,17.35587499999929,30.509425366370913,12.972477667639048,22.36697479690403,0.0,0.0,101.0,0.0,278.0966537636024,11.910841327548649,12.868593750000098,11.910841327548649,nan,nan,17.27138349999936,0.0,0.0,0.08449149999993127,85.647174500001,0.0,0.0,192.44947926360138
A_short_window_none_i1,A,,short_window,none,1,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287.99999999999795,12.868593750000098,12.868593750000098,nan,nan,nan,0.0,0.0,0.0,0.0,102.60000000000065,0.0,0.0,185.3999999999973
A_short_window_none_i1,A,,short_window,none,1,B,16.330043088473353,16.330043088473353,9.568595694117576,6.826740043191259,0.01842156096333897,0.0,0.0,2.0,0.0,275.6476347833357,11.910841327548649,nan,11.910841327548649,nan,nan,11.18618139017437,0.0,0.0,5.143861698298991,91.5274349292416,0.0,0.0,184.12019985409412
A_short_window_none_i2,A,,short_window,none,2,M,15.533091891273738,15.533091891273738,28.064618969273837,11.453469807007302,5.791269434737427,0.0,0.0,73.0,0.0,275.4919028656833,7.175976683573521,nan,nan,7.175976683573521,7.268536816426715,3.182573441984746,10.607733049912762,0.0,1.742785399376219,51.93693416872861,41.65959610424272,0.0,181.89537259271196
A_short_window_none_i2,A,,short_window,none,2,R,25.37456763820233,25.37456763820233,31.613731362702588,15.52128060392851,28.302254285209372,0.0,0.0,115.0,0.0,262.6891500970804,7.268536816426715,10.205156250000012,11.28843195393237,nan,7.268536816426715,8.571534249999937,12.844679249999471,0.0,3.958354138202922,43.47270962500009,39.48754887500097,0.0,179.72889159707935
A_short_window_none_i2,A,,short_window,none,2,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287.999999999998,7.175976683573521,10.205156250000012,nan,7.175976683573521,nan,0.0,0.0,0.0,0.0,52.20000000000033,52.20000000000033,0.0,183.59999999999735
A_short_window_none_i2,A,,short_window,none,2,B,22.404416570784313,22.404416570784313,10.622607377214324,7.095162216431327,0.014176111252910885,0.0,0.0,2.0,0.0,265.6127932651054,11.28843195393237,nan,11.28843195393237,nan,nan,2.794933988217868,11.68822960975937,0.0,7.921252972807079,49.3303880542734,40.51284667317465,0.0,175.76955853765733
A_short_window_prepare_i0,A,,short_window,prepare,0,M,14.282100178022043,14.282100178022043,27.647243056367316,11.582586024081406,5.864284077391753,0.0,0.0,79.0,49.0,276.74289602663026,6.424888713632936,nan,nan,7.1152904970778765,6.424888713632936,3.5704285530574453,9.316788714383428,0.0,1.3948829105811666,53.34793441767192,39.35709085258199,0.0,184.03787075637635
A_short_window_prepare_i0,A,,short_window,prepare,0,R,44.61805531338099,44.61805531338099,50.43184413378001,22.423737889497264,31.127997934929233,52.0,4.861169142934381,172.0,49.0,244.07382422519925,6.424888713632936,13.001562500000073,10.968586443794134,nan,6.424888713632936,7.441337343749955,9.379777578124695,0.0,27.796940391506325,46.61917292968752,39.3513800000006,0.0,158.10327129551112
