run_id,method,scenario,disturbance,init_variant,vehicle,speed_deficit_integral_m_s,accel_squared_integral,abs_jerk_integral,abs_nominal_actual_difference_integral,safety_correction_count,safety_correction_abs_integral,distance_m,min_net_gap_m
B_collaborative_prepare_i2,B,collaborative,prepare,2,R,10.365808320511936,5.150566216552707,12.872353496039082,2.0628719528022392,24.0,4.786605463225878,278.2094606153481,18.2
B_collaborative_prepare_i2,B,collaborative,prepare,2,F,1.2972109757490844,1.2654641879659725,4.565420960203316,1.1492918068214655,0.0,0.0,286.70278902425116,15.988214262354756
B_collaborative_prepare_i2,B,collaborative,prepare,2,B,4.727269128522056,0.9092972975226007,3.425489867323137,0.005713985776106778,0.0,0.0,283.9252214045606,15.988214262354756
B_short_window_none_i0,B,short_window,none,0,M,6.799507804951981,5.647605683051873,4.8422147642957984,1.0626521830091376,0.0,0.0,285.09512066000207,12.980602077461892
B_short_window_none_i0,B,short_window,none,0,R,7.3931130092230655,2.74801582051357,3.05293120615968,0.05804812499999814,0.0,0.0,281.0171625571521,12.980602077461892
B_short_window_none_i0,B,short_window,none,0,F,0.0,0.0,0.0,0.0,0.0,0.0,288.00000000000034,12.980602077461892
B_short_window_none_i0,B,short_window,none,0,B,3.8535961560131042,0.6766148928414377,2.201159223590136,0.014562844756416931,0.0,0.0,285.007470893631,12.980602077461892
B_short_window_none_i1,B,short_window,none,1,M,2.1698855742970773,0.9005078346380277,3.2133369878926787,0.2842186249999999,0.0,0.0,288.04971615247734,12.844998959821776
B_short_window_none_i1,B,short_window,none,1,R,7.5333344566187765,3.2667715691824344,3.3685012518660638,0.1267709999999945,0.0,0.0,281.02229000041757,12.844998959821776
B_short_window_none_i1,B,short_window,none,1,F,0.0,0.0,0.0,0.0,0.0,0.0,288.00000000000034,12.844998959821776
B_short_window_none_i1,B,short_window,none,1,B,3.9384172635579993,0.7478306153825591,2.3457914624766367,0.01842156096333897,0.0,0.0,284.9829492683491,12.844998959821776
B_short_window_none_i2,B,short_window,none,2,M,5.821054238450506,5.146944177139375,4.763178260500162,1.0450267732151115,0.0,0.0,286.09824666560723,10.204875000000012
B_short_window_none_i2,B,short_window,none,2,R,7.164410325943573,1.720623164369935,2.704940262430427,1.7347234759768072e-19,0.0,0.0,281.0018516227411,10.2
B_short_window_none_i2,B,short_window,none,2,F,0.0,0.0,0.0,0.0,0.0,0.0,288.00000000000034,10.204875000000012
B_short_window_none_i2,B,short_window,none,2,B,3.5175427158732777,0.43843462719369003,1.901025646093116,0.014317983593016493,0.0,0.0,285.263057037064,10.204875000000012
B_short_window_prepare_i0,B,short_window,prepare,0,M,8.222371660025956,6.1428971983712675,5.003991350787087,1.0626521830091376,0.0,0.0,283.7894746888653,12.980602077461892
B_short_window_prepare_i0,B,short_window,prepare,0,R,8.790214902821386,4.749251831642428,4.303170605915006,0.05806673218613559,0.0,0.0,279.72220316694705,12.980602077461892
B_short_window_prepare_i0,B,short_window,prepare,0,F,1.2972109757490844,1.2654641879659725,4.565420960203316,1.1492918068214655,0.0,0.0,286.70278902425116,12.980602077461892
B_short_window_prepare_i0,B,short_window,prepare,0,B,5.25884301779032,1.298938214429834,3.004410361483948,0.014562844756416931,0.0,0.0,283.66112596611407,12.980602077461892
B_short_window_prepare_i1,B,short_window,prepare,1,M,3.3291692222299876,1.0739505369979894,3.3909004811072165,0.2842186249999999,0.0,0.0,286.7440748335559,12.844998959821776
B_short_window_prepare_i1,B,short_window,prepare,1,R,8.930201800618034,5.335373439741024,4.470066577086272,0.1270129269489627,0.0,0.0,279.72733104981586,12.844998959821776
B_short_window_prepare_i1,B,short_window,prepare,1,F,1.2972109757490844,1.2654641879659725,4.565420960203316,1.1492918068214655,0.0,0.0,286.70278902425116,12.844998959821776
B_short_window_prepare_i1,B,short_window,prepare,1,B,5.3476359370651485,1.3942090881514198,3.1507566291525357,0.01842156096333897,0.0,0.0,283.63275791839936,12.844998959821776
B_short_window_prepare_i2,B,short_window,prepare,2,M,7.240332881653484,5.600551120722879,4.923975253066093,1.0450267732151115,0.0,0.0,284.7926003067368,10.204875000000012
B_short_window_prepare_i2,B,short_window,prepare,2,R,8.562071544066107,3.564312993232222,4.261775228632964,1.7347234759768072e-19,0.0,0.0,279.7068921971032,10.2
B_short_window_prepare_i2,B,short_window,prepare,2,F,1.2972109757490844,1.2654641879659725,4.565420960203316,1.1492918068214655,0.0,0.0,286.70278902425116,10.204875000000012
B_short_window_prepare_i2,B,short_window,prepare,2,B,4.879671916891104,0.9211512846905868,2.6646440887328917,0.014317983593016493,0.0,0.0,283.94352895143356,10.204875000000012
C_ample_none_i0,C,ample,none,0,M,2.094739852574741,5.381863594678115,4.902838709019693,1.463224665991415,0.0,0.0,292.7378578914738,10.788101251678551
C_ample_none_i0,C,ample,none,0,R,3.5488127448175257,0.6196934617124608,2.238846367204147,0.031860370596491966,0.0,0.0,284.60748141408044,30.2
C_ample_none_i0,C,ample,none,0,F,0.0,0.10382143997435297,0.7862495690905905,0.025187499999999908,0.0,0.0,288.61786707599197,10.788101251678551
C_ample_none_i0,C,ample,none,0,B,0.10108462675364775,0.13301847489577565,1.079006293346996,0.007721330492195478,0.0,0.0,290.44075662397347,10.788101251678551
C_ample_none_i1,C,ample,none,1,M,0.511172514159105,1.7139238983008211,4.593352796673598,0.5377168294880108,0.0,0.0,295.72520655880055,10.655565019032661
C_ample_none_i1,C,ample,none,1,R,4.171505162798311,2.5873599434604695,6.183190547409327,1.4543554223161603,9.0,1.7840376204416497,284.6183790561801,30.2
C_ample_none_i1,C,ample,none,1,F,0.0,0.10382143997435297,0.7862495690905905,0.025187499999999908,0.0,0.0,288.61786707599197,10.655565019032661
C_ample_none_i1,C,ample,none,1,B,0.7266189402712128,0.4020999247950517,2.0032785704298566,0.012090571663026777,0.0,0.0,290.28841480251396,10.655565019032661
C_ample_none_i2,C,ample,none,2,M,1.3537503514774374,5.0988905697464055,4.817773472855148,1.4471901226690587,0.0,0.0,293.7687467626904,9.740961668492542
C_ample_none_i2,C,ample,none,2,R,3.5625822404940806,2.013709405384113,6.102989685781728,1.5262408689453573,12.0,2.314817907126109,284.5928636357402,27.2
C_ample_none_i2,C,ample,none,2,F,0.0,0.10382143997435297,0.7862495690905905,0.025187499999999908,0.0,0.0,288.61786707599197,9.740961668492542
C_ample_none_i2,C,ample,none,2,B,0.3493009098288582,0.18573709671837998,1.2957063667499922,0.0073672113606861635,0.0,0.0,290.5071802676288,9.740961668492542
C_ample_prepare_i0,C,ample,prepare,0,M,3.305972709568161,5.743289985740914,5.12563168269738,1.463224665991415,0.0,0.0,291.40156505766817,11.06246283301942
C_ample_prepare_i0,C,ample,prepare,0,R,4.971529859784536,1.8946791149623574,3.8357294802136748,0.031860370596491966,0.0,0.0,283.28252209557627,30.2
C_ample_prepare_i0,C,ample,prepare,0,F,1.1544896481720748,1.4874506612792644,5.193971383454953,1.1736736003854564,0.0,0.0,287.29059821937733,11.06246283301942
C_ample_prepare_i0,C,ample,prepare,0,B,1.0094456827470515,0.328477326814501,1.6704663019356742,0.007721330492195478,0.0,0.0,289.20526878540227,11.06246283301942
C_ample_prepare_i1,C,ample,prepare,1,M,0.7608221408021065,1.784170782235716,4.67403218140744,0.5377168294880108,0.0,0.0,294.4090245370653,11.33870034153453
C_ample_prepare_i1,C,ample,prepare,1,R,6.233873663977282,6.093303758648542,8.587142654677063,2.509334057079269,8.0,1.485965603215302,283.29706843348197,30.2
C_ample_prepare_i1,C,ample,prepare,1,F,1.1544896481720748,1.4874506612792644,5.193971383454953,1.1736736003854564,0.0,0.0,287.29059821937733,11.33870034153453
C_ample_prepare_i1,C,ample,prepare,1,B,2.2553459423941877,1.1155919693608836,2.95069012700671,0.012090571663026777,0.0,0.0,288.78937894587864,11.33870034153453
C_ample_prepare_i2,C,ample,prepare,2,M,2.5625202442085904,5.390873601303047,5.042730959576826,1.4471901226690587,0.0,0.0,292.41772081393714,9.813012009070402
C_ample_prepare_i2,C,ample,prepare,2,R,4.942695597130678,2.3307601198268992,6.204983737696685,0.7726663717162635,12.0,2.0957379802690035,283.267394522491,27.2
C_ample_prepare_i2,C,ample,prepare,2,F,1.1544896481720748,1.4874506612792644,5.193971383454953,1.1736736003854564,0.0,0.0,287.29059821937733,9.813012009070402
