run_id,method,scenario,disturbance,init_variant,outcome,success,task_phase,failure_type,merge_start_time_s,completion_time_s,min_net_gap_m,hard_violation_count,road_violation_count,safety_correction_count,safety_correction_abs_mean_mps2,max_abs_jerk_mps3,mean_abs_jerk_mps3,compute_time_s,pair_gain_total_error_max_s-1,space_feedback_abs_mean_s-1,K_MR_mean_s-1,K_RM_mean_s-1,total_speed_deficit_integral_m_s,total_effort_integral_m2_s3
A_collaborative_prepare_i1,A,collaborative,prepare,1,started_but_failed,0,FAILED,started_but_failed,2.45,,8.150517129001297,0,0,40,4.048517096562629,2.500000000000001,0.5630376833925637,0.048415099969133735,0.0,0.0,0.0,0.0,18.66545821707024,18.542793191979698
A_collaborative_prepare_i2,A,collaborative,prepare,2,started_but_failed,0,FAILED,started_but_failed,4.95,,12.234497328234067,0,0,56,4.779927977791185,2.500000000000002,0.664683351658766,0.04652690002694726,0.0,0.0,0.0,0.0,43.013242062810534,47.44519642322993
A_short_window_none_i0,A,short_window,none,0,missed_window,0,FAILED,missed_window,,,13.001562500000073,0,0,0,0.0,2.5,0.15484220267008408,0.0457017999724485,0.0,0.0,0.0,0.0,10.810350853005552,7.573004589987801
A_short_window_none_i1,A,short_window,none,1,missed_window,0,FAILED,missed_window,,,12.868593750000098,0,0,0,0.0,2.5,0.11737085131163186,0.05419990001246333,0.0,0.0,0.0,0.0,7.446758633681958,3.5412552254432317
A_short_window_none_i2,A,short_window,none,2,missed_window,0,FAILED,missed_window,,,10.205156250000012,0,0,0,0.0,2.5,0.12783288675220714,0.04847909999080002,0.0,0.0,0.0,0.0,9.783791677949099,5.835666331637241
A_short_window_prepare_i0,A,short_window,prepare,0,missed_window,0,FAILED,missed_window,,,13.001562500000073,0,0,0,0.0,2.5,0.24528294878696758,0.04853130003903061,0.0,0.0,0.0,0.0,16.215191908519554,10.442549570574712
A_short_window_prepare_i1,A,short_window,prepare,1,missed_window,0,FAILED,missed_window,,,12.868593750000098,0,0,0,0.0,2.5,0.21194718244933322,0.048652400029823184,0.0,0.0,0.0,0.0,12.689178660218392,6.384857569804169
A_short_window_prepare_i2,A,short_window,prepare,2,missed_window,0,FAILED,missed_window,,,10.205156250000012,0,0,0,0.0,2.5,0.22159746932604155,0.048434600001201034,0.0,0.0,0.0,0.0,15.046616437001708,8.294406223281586
B_ample_none_i0,B,ample,none,0,completed,1,SUCCESS,,1.2500000000000002,4.25,10.767963855902945,0,0,0,0.0,2.5,0.14190449171844538,0.04354019998572767,0.0,0.0,0.0,0.0,5.766242303040762,6.263594932194838
B_ample_none_i1,B,ample,none,1,started_but_failed,0,FAILED,started_but_failed,3.05,,10.746167682202906,0,0,9,3.9771799361737203,2.500000000000002,0.21586055448123523,0.04747260001022369,0.0,0.0,0.0,0.0,5.4721341279574105,4.882889748809274
B_ample_none_i2,B,ample,none,2,completed,1,SUCCESS,,1.5000000000000002,4.5,9.789490217909584,0,0,12,3.8395472866983327,2.5,0.20523557716560492,0.04794650000985712,0.0,0.0,0.0,0.0,5.323749293553782,7.447048724943148
B_ample_prepare_i0,B,ample,prepare,0,completed,1,SUCCESS,,1.2500000000000002,4.25,11.018004527082919,0,0,0,0.0,2.500000000000002,0.24949917995868107,0.05245080002350733,0.0,0.0,0.0,0.0,10.48830250564758,9.562348439036846
B_ample_prepare_i1,B,ample,prepare,1,started_but_failed,0,FAILED,started_but_failed,2.85,,11.476804738928319,0,0,7,3.6222480372562176,2.500000000000002,0.3311678460714901,0.04299139999784529,0.0,0.0,0.0,0.0,10.263041227022587,10.181910712387353
B_ample_prepare_i2,B,ample,prepare,2,completed,1,SUCCESS,,1.5000000000000002,4.5,9.863495602131604,0,0,12,3.4740413028068082,2.500000000000002,0.28161590384969293,0.052686600014567375,0.0,0.0,0.0,0.0,9.643447432806163,9.537108037204312
B_collaborative_none_i0,B,collaborative,none,0,completed,1,SUCCESS,,1.4500000000000002,4.45,8.769986362439806,0,0,4,3.168738472060367,2.5,0.1740854817625639,0.047912899986840785,0.0,0.0,0.0,0.0,18.04946485029189,9.552661651383566
B_collaborative_none_i1,B,collaborative,none,1,started_but_failed,0,FAILED,started_but_failed,3.2,,9.48486705702113,0,0,9,4.175835332142331,2.5,0.2300503235674162,0.048998900048900396,0.0,0.0,0.0,0.0,15.713766792984822,8.47531517109798
B_collaborative_none_i2,B,collaborative,none,2,started_but_failed,0,FAILED,started_but_failed,3.35,,8.24105255957225,0,0,37,2.262622511419032,2.5,0.3123694410331276,0.04474399995524436,0.0,0.0,0.0,0.0,17.24373594103433,8.493367468209673
B_collaborative_prepare_i0,B,collaborative,prepare,0,completed,1,SUCCESS,,1.4500000000000002,4.45,8.058221181345214,0,0,15,3.1741409361906876,2.5000000000000044,0.3182586569279652,0.04537400003755465,0.0,0.0,0.0,0.0,23.51239206605429,16.1839036515155
B_collaborative_prepare_i1,B,collaborative,prepare,1,started_but_failed,0,FAILED,started_but_failed,3.0,,9.298259509390572,0,0,7,3.919926592014266,2.5000000000000044,0.345786351947402,0.06033249996835366,0.0,0.0,0.0,0.0,22.013428698996066,15.381495527573946
B_collaborative_prepare_i2,B,collaborative,prepare,2,started_but_failed,0,FAILED,started_but_failed,4.45,,15.988214262354756,0,0,24,3.9888378860215643,2.500000000000001,0.4067863812717981,0.04606590000912547,0.0,0.0,0.0,0.0,23.26154387417965,13.715500991450023
B_short_window_none_i0,B,short_window,none,0,missed_window,0,FAILED,missed_window,,,12.980602077461892,0,0,0,0.0,2.5,0.1577547686569627,0.04512039996916428,0.0,0.0,0.0,0.0,18.04621697018815,9.07223639640688
B_short_window_none_i1,B,short_window,none,1,missed_window,0,FAILED,missed_window,,,12.844998959821776,0,0,0,0.0,2.5,0.13949421409742782,0.05257479997817427,0.0,0.0,0.0,0.0,13.641637294473853,4.915110019203022
B_short_window_none_i2,B,short_window,none,2,missed_window,0,FAILED,missed_window,,,10.204875000000012,0,0,0,0.0,2.5,0.14639287764099548,0.057497499976307154,0.0,0.0,0.0,0.0,16.503007280267354,7.306001968703
B_short_window_prepare_i0,B,short_window,prepare,0,missed_window,0,FAILED,missed_window,,,12.980602077461892,0,0,0,0.0,2.5,0.26370301997483375,0.04393839999102056,0.0,0.0,0.0,0.0,23.568640556386747,13.456551432409501
B_short_window_prepare_i1,B,short_window,prepare,1,missed_window,0,FAILED,missed_window,,,12.844998959821776,0,0,0,0.0,2.5,0.2433928851179583,0.047146699973382056,0.0,0.0,0.0,0.0,18.904217935662256,9.068997252856406
B_short_window_prepare_i2,B,short_window,prepare,2,missed_window,0,FAILED,missed_window,,,10.204875000000012,0,0,0,0.0,2.5,0.25649711766617583,0.04511289997026324,0.0,0.0,0.0,0.0,21.97928731835978,11.35147958661166
C_ample_none_i0,C,ample,none,0,completed,1,SUCCESS,,1.3,4.3,10.788101251678551,0,0,0,0.0,2.5,0.14073345216658484,0.07094669999787584,0.0,0.012560370455882408,0.16947040498442364,0.16947040498442364,5.744637224145914,6.238396971260705
C_ample_none_i1,C,ample,none,1,started_but_failed,0,FAILED,started_but_failed,3.15,,10.655565019032661,0,0,9,3.9645280454258875,2.5,0.21196986693130254,0.049326200038194656,0.0,0.021489553613856727,0.16947040498442364,0.16947040498442364,5.4092966172286285,4.807205206530695
C_ample_none_i2,C,ample,none,2,completed,1,SUCCESS,,1.5000000000000002,4.5,9.740961668492542,0,0,12,3.8580298452101816,2.5,0.2031674858512103,0.04541090002749115,0.0,0.011285484062252526,0.16947040498442364,0.16947040498442364,5.265633501800377,7.402158511823251
C_ample_prepare_i0,C,ample,prepare,0,completed,1,SUCCESS,,1.3,4.3,11.06246283301942,0,0,0,0.0,2.500000000000002,0.2472781070047138,0.07083320000674576,0.0,0.012266267560999272,0.16947040498442364,0.16947040498442364,10.441437900271824,9.453897088797037
C_ample_prepare_i1,C,ample,prepare,1,started_but_failed,0,FAILED,started_but_failed,2.9,,11.33870034153453,0,0,8,3.7149140080382543,2.500000000000002,0.33446619291478374,0.06892079999670386,0.0,0.022253562956577988,0.16947040498442364,0.16947040498442364,10.404531395345652,10.480517171524406
C_ample_prepare_i2,C,ample,prepare,2,completed,1,SUCCESS,,1.5000000000000002,4.5,9.813012009070402,0,0,12,3.492896633781671,2.500000000000002,0.27998151077199424,0.07616719999350607,0.0,0.01181502575177677,0.16947040498442364,0.16947040498442364,9.583437572631524,9.477856150220985
C_collaborative_none_i0,C,collaborative,none,0,completed,1,SUCCESS,,1.55,4.55,8.780364364821263,0,0,3,3.363797014358401,2.5,0.1551313885218844,0.07438600005116314,0.0,0.027237754428313478,0.16947040498442364,0.16947040498442364,17.784458012580583,8.366508880406517
C_collaborative_none_i1,C,collaborative,none,1,started_but_failed,0,FAILED,started_but_failed,3.55,,9.517230119260955,0,0,10,3.967706116214172,2.500000000000002,0.21642081839552155,0.06901550001930445,0.0,0.031573598198140006,0.16947040498442364,0.16947040498442364,15.215690989271,7.058429308294907
C_collaborative_none_i2,C,collaborative,none,2,started_but_failed,0,FAILED,started_but_failed,3.45,,8.252527241100335,0,0,35,1.8228514258601802,2.5,0.2873269950992178,0.0558924000361003,0.0,0.027936014518586766,0.16947040498442364,0.16947040498442364,16.993543029960474,7.676047985289578
C_collaborative_prepare_i0,C,collaborative,prepare,0,completed,1,SUCCESS,,1.55,4.55,8.116464553410946,0,0,14,3.2328293133939257,2.5,0.29407991619087503,0.07206229999428615,0.0,0.02812242929047133,0.16947040498442364,0.16947040498442364,23.0626263436774,14.26929185542207
C_collaborative_prepare_i1,C,collaborative,prepare,1,started_but_failed,0,FAILED,started_but_failed,3.25,,9.462906048181377,0,0,9,4.159116086586732,2.5,0.3020356784469139,0.06073369999649003,0.0,0.03096024830674826,0.16947040498442364,0.16947040498442364,19.94483593231605,10.162220480877453
C_collaborative_prepare_i2,C,collaborative,prepare,2,started_but_failed,0,FAILED,started_but_failed,4.6,,15.857376167759195,0,0,24,3.57025975829594,2.5,0.37610516792937654,0.06326720002107322,0.0,0.030272652990210536,0.16947040498442364,0.16947040498442364,22.639531108126505,11.568557320755714
C_short_window_none_i0,C,short_window,none,0,missed_window,0,FAILED,missed_window,,,12.978129568831218,0,0,0,0.0,2.5,0.14749949058037876,0.054956300009507686,0.0,0.02203189096880046,0.16947040498442364,0.16947040498442364,17.87826539730415,8.177874780863549
C_short_window_none_i1,C,short_window,none,1,missed_window,0,FAILED,missed_window,,,12.841181433611563,0,0,0,0.0,2.5,0.1301324349463191,0.058956800028681755,0.0,0.026279826427983315,0.16947040498442364,0.16947040498442364,13.563806388751882,4.027988112374772
C_short_window_none_i2,C,short_window,none,2,missed_window,0,FAILED,missed_window,,,10.204875000000012,0,0,0,0.0,2.5,0.13639441066385477,0.05176990001928061,0.0,0.02086670158218632,0.16947040498442364,0.16947040498442364,16.3346549758763,6.696264922093301
C_short_window_prepare_i0,C,short_window,prepare,0,missed_window,0,FAILED,missed_window,,,12.978129568831218,0,0,0,0.0,2.5,0.2477226938639022,0.061884399969130754,0.0,0.02281972764704492,0.16947040498442364,0.16947040498442364,23.301755431066088,11.841899802456373
C_short_window_prepare_i1,C,short_window,prepare,1,missed_window,0,FAILED,missed_window,,,12.841181433611563,0,0,0,0.0,2.5,0.2267327261471869,0.0690908000105992,0.0,0.02626933609160907,0.16947040498442364,0.16947040498442364,18.65849033740555,7.4089322761082625
C_short_window_prepare_i2,C,short_window,prepare,2,missed_window,0,FAILED,missed_window,,,10.204875000000012,0,0,0,0.0,2.5,0.24148375254789886,0.05924629996297881,0.0,0.021746651559264477,0.16947040498442364,0.16947040498442364,21.72891953993335,10.120733323245794
D_ample_none_i0,D,ample,none,0,completed,1,SUCCESS,,1.3,4.3,10.79244694225785,0,0,0,0.0,2.5,0.14077236158670065,0.06975169997895136,0.0,0.012560474458437661,0.12963625178159321,0.20930455818725413,5.747973936569159,6.237212340110538
D_ample_none_i1,D,ample,none,1,started_but_failed,0,FAILED,started_but_failed,3.15,,10.65641287032916,0,0,9,3.9647035308236633,2.5,0.21195748527037983,0.06362650002120063,0.0,0.021489686240096856,0.13494702860649943,0.20399378136234797,5.409199395812822,4.805966638546755
D_ample_none_i2,D,ample,none,2,completed,1,SUCCESS,,1.5000000000000002,4.5,9.745287506701356,0,0,12,3.8568114812184398,2.5,0.20341774128218187,0.07199259998742491,0.0,0.011289406540139988,0.12970092799235344,0.20923988197649396,5.2707187014103765,7.404696182015317
D_ample_prepare_i0,D,ample,prepare,0,completed,1,SUCCESS,,1.3,4.3,11.066624365343312,0,0,0,0.0,2.500000000000002,0.24731368234305795,0.0753448999603279,0.0,0.01226733502821939,0.13061559549414667,0.2083252144747007,10.445551701715525,9.455511576071546
D_ample_prepare_i1,D,ample,prepare,1,started_but_failed,0,FAILED,started_but_failed,2.9,,11.337949336055356,0,0,8,3.7149067077940536,2.500000000000002,0.3342968338950595,0.06310169998323545,0.0,0.02224886207172576,0.1378346944672757,0.20110611550157165,10.400439401620204,10.470636109667025
D_ample_prepare_i2,D,ample,prepare,2,completed,1,SUCCESS,,1.5000000000000002,4.5,9.81723225759205,0,0,12,3.4917298550520504,2.500000000000002,0.2801541116215293,0.08102889999281615,0.0,0.011817552122666311,0.13009339690036026,0.20884741306848714,9.588202003489691,9.480458919854769
D_collaborative_none_i0,D,collaborative,none,0,completed,1,SUCCESS,,1.55,4.55,8.777877169890541,0,0,3,3.359578998927269,2.5,0.15540773708879946,0.07061630004318431,0.0,0.027248099421909422,0.13200686605499712,0.20693394391385028,17.79273170389573,8.384204842697171
D_collaborative_none_i1,D,collaborative,none,1,started_but_failed,0,FAILED,started_but_failed,3.55,,9.518602121466085,0,0,10,3.966734907757929,2.5,0.21596597921924854,0.071231700014323,0.0,0.03154235962531855,0.13906336771378816,0.19987744225505924,15.198826334081453,7.0283891468786805
D_collaborative_none_i2,D,collaborative,none,2,started_but_failed,0,FAILED,started_but_failed,3.45,,8.249412166035551,0,0,31,2.2629405736683004,2.5000000000000004,0.2849318636924648,0.07148489996325225,0.0,0.027959149312470698,0.13264534036035475,0.20629546960849265,17.006545721964457,7.712436146819405
D_collaborative_prepare_i0,D,collaborative,prepare,0,completed,1,SUCCESS,,1.55,4.55,8.113509211829648,0,0,14,3.230950014097988,2.5,0.2942006091016971,0.0771948000183329,0.0,0.02812953569403055,0.13366415372666837,0.205276656242179,23.069745572579453,14.27452304310088
D_collaborative_prepare_i1,D,collaborative,prepare,1,started_but_failed,0,FAILED,started_but_failed,3.25,,9.466077027126925,0,0,9,4.16056579966142,2.500000000000001,0.30062550466569893,0.06840910000028089,0.0,0.030894271909517372,0.13994028630682567,0.19900052366202164,19.906282604892365,10.069733338795796
D_collaborative_prepare_i2,D,collaborative,prepare,2,started_but_failed,0,FAILED,started_but_failed,4.6,,15.857615989090458,0,0,24,3.3745619825246607,2.500000000000002,0.3800100733485204,0.05747689999407157,0.0,0.030309857016102774,0.13370020512099332,0.205240604847854,22.649382220913047,11.578560648017616
D_short_window_none_i0,D,short_window,none,0,missed_window,0,FAILED,missed_window,,,12.978138872580981,0,0,0,0.0,2.5,0.14750982852777744,0.07566939998650923,0.0,0.022031917304945723,0.13604122324683937,0.202899586722008,17.87838613498293,8.178199508927205
D_short_window_none_i1,D,short_window,none,1,missed_window,0,FAILED,missed_window,,,12.841169867309755,0,0,0,0.0,2.5,0.12991933392387173,0.06569029996171594,0.0,0.026274080248403088,0.14197396368669138,0.19696684628215597,13.556062395386585,4.00356009400637
D_short_window_none_i2,D,short_window,none,2,missed_window,0,FAILED,missed_window,,,10.204875000000012,0,0,0,0.0,2.5,0.13634461435388787,0.06865370000014082,0.0,0.02086473297440124,0.14003771414900482,0.19890309581984253,16.333365582942648,6.691500871344107
D_short_window_prepare_i0,D,short_window,prepare,0,missed_window,0,FAILED,missed_window,,,12.978138872580981,0,0,0,0.0,2.5,0.24757376070825501,0.07174749998375773,0.0,0.02281565482335124,0.1367398746284254,0.202200935340422,23.29937065569355,11.830608896172865
D_short_window_prepare_i1,D,short_window,prepare,1,missed_window,0,FAILED,missed_window,,,12.841169867309755,0,0,0,0.0,2.5,0.22592400135282054,0.07622079999418929,0.0,0.026250471938383625,0.1429882975613151,0.19595251240753225,18.64178968078093,7.346169114969006
D_short_window_prepare_i2,D,short_window,prepare,2,missed_window,0,FAILED,missed_window,,,10.204875000000012,0,0,0,0.0,2.5,0.24120858030549872,0.08479219995206222,0.0,0.021739048374612928,0.14062375736733068,0.1983170526015167,21.72466082102608,10.101435789281403
E_ample_none_i0,E,ample,none,0,completed,1,SUCCESS,,0.6500000000000001,3.65,11.611810871989345,0,0,7,3.799955392668559,2.5,0.1896238766049646,0.08405630005290732,0.0,0.0,0.0,0.0,1.661154908198704,5.702752187528173
E_ample_none_i1,E,ample,none,1,completed,1,SUCCESS,,2.15,5.15,10.559670955508562,0,0,9,4.107532487605835,2.5000000000000004,0.21508527725864438,0.0893174999509938,0.0,0.0,0.0,0.0,2.1040973073643774,2.4555803295691607
E_ample_none_i2,E,ample,none,2,completed,1,SUCCESS,,1.2500000000000002,4.25,11.067089743210968,0,0,7,4.168377049760566,2.5,0.18114428692191945,0.0719387999852188,0.0,0.0,0.0,0.0,1.9760657464658247,5.076214967793212
E_ample_prepare_i0,E,ample,prepare,0,completed,1,SUCCESS,,0.6500000000000001,3.65,11.6546940351902,0,0,7,3.799955392668559,2.500000000000002,0.2937104623205287,0.08382999995956197,0.0,0.0,0.0,0.0,5.658333442588477,8.085650760960625
E_ample_prepare_i1,E,ample,prepare,1,completed,1,SUCCESS,,2.1,5.1000000000000005,10.855109552732198,0,0,9,3.514161539302636,2.500000000000002,0.30024197742304237,0.0627422999823466,0.0,0.0,0.0,0.0,5.459779416585838,5.94531877512223
E_ample_prepare_i2,E,ample,prepare,2,completed,1,SUCCESS,,1.2500000000000002,4.25,11.219506381142363,0,0,7,4.113805850828682,2.500000000000002,0.2739115542842472,0.08201930002542213,0.0,0.0,0.0,0.0,5.618732473349038,7.459050395669568
E_collaborative_none_i0,E,collaborative,none,0,started_but_failed,0,FAILED,started_but_failed,3.85,,15.932323952278534,0,0,0,0.0,2.5,0.1966443761098873,0.08147149998694658,0.0,0.0,0.0,0.0,8.314610166316688,8.249957975251345
E_collaborative_none_i1,E,collaborative,none,1,started_but_failed,0,FAILED,started_but_failed,2.6,,9.600323899503547,0,0,12,4.485781253483378,2.5,0.30366920394616936,0.06399599998258054,0.0,0.0,0.0,0.0,7.862311198155359,6.564831247024699
E_collaborative_none_i2,E,collaborative,none,2,started_but_failed,0,FAILED,started_but_failed,3.6,,8.82944307217242,0,0,0,0.0,2.5,0.15671355176657872,0.07072060002246872,0.0,0.0,0.0,0.0,7.062784213273039,7.335070705384201
E_collaborative_prepare_i0,E,collaborative,prepare,0,started_but_failed,0,FAILED,started_but_failed,4.95,,15.868809498259633,0,0,0,0.0,2.5,0.28863138960009155,0.06974910001736134,0.0,0.0,0.0,0.0,13.44409342832622,10.663230308940953
E_collaborative_prepare_i1,E,collaborative,prepare,1,started_but_failed,0,FAILED,started_but_failed,2.55,,9.765676583346686,0,0,9,3.9652524324065914,2.500000000000001,0.4470776980544227,0.06610659998841584,0.0,0.0,0.0,0.0,13.09944873742472,11.690618890856129
E_collaborative_prepare_i2,E,collaborative,prepare,2,started_but_failed,0,FAILED,started_but_failed,4.9,,16.1647528499205,0,0,0,0.0,2.5,0.2602441222720328,0.06687249999959022,0.0,0.0,0.0,0.0,12.121103327783734,9.46377581545914
E_short_window_none_i0,E,short_window,none,0,missed_window,0,FAILED,missed_window,,,13.001562500000073,0,0,0,0.0,2.500000000000002,0.21729705812267155,0.06478890002472326,0.0,0.0,0.0,0.0,9.75718638883539,7.768459476195582
E_short_window_none_i1,E,short_window,none,1,missed_window,0,FAILED,missed_window,,,12.868593750000098,0,0,0,0.0,2.5,0.258802041732847,0.07447479997063056,0.0,0.0,0.0,0.0,6.032082062331342,4.472901234131663
E_short_window_none_i2,E,short_window,none,2,missed_window,0,FAILED,missed_window,,,10.205156250000012,0,0,0,0.0,2.5,0.16804331146755727,0.07904250000137836,0.0,0.0,0.0,0.0,7.578006136304214,5.814770134908169
E_short_window_prepare_i0,E,short_window,prepare,0,missed_window,0,FAILED,missed_window,,,13.001562500000073,0,0,0,0.0,2.500000000000002,0.3307210093722606,0.07419009995646775,0.0,0.0,0.0,0.0,14.966600714061416,10.66077356086258
E_short_window_prepare_i1,E,short_window,prepare,1,missed_window,0,FAILED,missed_window,,,12.868593750000098,0,0,0,0.0,2.5,0.4108450386704228,0.07647730002645403,0.0,0.0,0.0,0.0,11.001603250636855,7.94110294569889
E_short_window_prepare_i2,E,short_window,prepare,2,missed_window,0,FAILED,missed_window,,,10.205156250000012,0,0,0,0.0,2.5,0.2623659213909514,0.05505369999445975,0.0,0.0,0.0,0.0,12.653367881537669,8.381297341834795
