run_id,field,status,old_value,current_value,delta
A_ample_prepare_i0,success,same,1,1,0
A_ample_prepare_i0,task_phase,same,SUCCESS,SUCCESS,
A_ample_prepare_i0,total_effort_integral_m2_s3,same,7.502720728862749,7.502720728862749,0
A_ample_prepare_i0,total_speed_deficit_integral_m_s,same,7.751576261336124,7.751576261336124,0
A_ample_prepare_i1,K_MR_mean_s-1,same,0.0,0.0,0
A_ample_prepare_i1,K_RM_mean_s-1,same,0.0,0.0,0
A_ample_prepare_i1,completion_time_s,same,5.0,5.0,0
A_ample_prepare_i1,disturbance,same,prepare,prepare,
A_ample_prepare_i1,failure_type,same,,,
A_ample_prepare_i1,hard_violation_count,same,0,0,0
A_ample_prepare_i1,init_variant,same,1,1,0
A_ample_prepare_i1,max_abs_jerk_mps3,same,2.500000000000002,2.500000000000002,0
A_ample_prepare_i1,mean_abs_jerk_mps3,same,0.24056089047373735,0.24056089047373735,0
A_ample_prepare_i1,merge_start_time_s,same,2.0,2.0,0
A_ample_prepare_i1,method,same,A,A,
A_ample_prepare_i1,min_net_gap_m,same,11.0057157145099,11.0057157145099,0
A_ample_prepare_i1,outcome,same,completed,completed,
A_ample_prepare_i1,pair_gain_total_error_max_s-1,same,0.0,0.0,0
A_ample_prepare_i1,road_violation_count,same,0,0,0
A_ample_prepare_i1,run_id,same,A_ample_prepare_i1,A_ample_prepare_i1,
A_ample_prepare_i1,safety_correction_abs_mean_mps2,same,3.5025105620003765,3.5025105620003765,0
A_ample_prepare_i1,safety_correction_count,same,8,8,0
A_ample_prepare_i1,scenario,same,ample,ample,
A_ample_prepare_i1,space_feedback_abs_mean_s-1,same,0.0,0.0,0
A_ample_prepare_i1,success,same,1,1,0
A_ample_prepare_i1,task_phase,same,SUCCESS,SUCCESS,
A_ample_prepare_i1,total_effort_integral_m2_s3,same,5.789886704002999,5.789886704002999,0
A_ample_prepare_i1,total_speed_deficit_integral_m_s,same,6.4643437341223615,6.4643437341223615,0
A_ample_prepare_i2,K_MR_mean_s-1,same,0.0,0.0,0
A_ample_prepare_i2,K_RM_mean_s-1,same,0.0,0.0,0
A_ample_prepare_i2,completion_time_s,same,4.25,4.25,0
A_ample_prepare_i2,disturbance,same,prepare,prepare,
A_ample_prepare_i2,failure_type,same,,,
A_ample_prepare_i2,hard_violation_count,same,0,0,0
A_ample_prepare_i2,init_variant,same,2,2,0
A_ample_prepare_i2,max_abs_jerk_mps3,same,2.500000000000002,2.500000000000002,0
A_ample_prepare_i2,mean_abs_jerk_mps3,same,0.19274437350175094,0.19274437350175094,0
A_ample_prepare_i2,merge_start_time_s,same,1.2500000000000002,1.2500000000000002,0
A_ample_prepare_i2,method,same,A,A,
A_ample_prepare_i2,min_net_gap_m,same,9.660435799189951,9.660435799189951,0
A_ample_prepare_i2,outcome,same,completed,completed,
A_ample_prepare_i2,pair_gain_total_error_max_s-1,same,0.0,0.0,0
A_ample_prepare_i2,road_violation_count,same,0,0,0
A_ample_prepare_i2,run_id,same,A_ample_prepare_i2,A_ample_prepare_i2,
A_ample_prepare_i2,safety_correction_abs_mean_mps2,same,4.113135034612444,4.113135034612444,0
A_ample_prepare_i2,safety_correction_count,same,8,8,0
A_ample_prepare_i2,scenario,same,ample,ample,
A_ample_prepare_i2,space_feedback_abs_mean_s-1,same,0.0,0.0,0
A_ample_prepare_i2,success,same,1,1,0
A_ample_prepare_i2,task_phase,same,SUCCESS,SUCCESS,
A_ample_prepare_i2,total_effort_integral_m2_s3,same,6.695378250247289,6.695378250247289,0
A_ample_prepare_i2,total_speed_deficit_integral_m_s,same,7.498666725296425,7.498666725296425,0
A_collaborative_none_i0,K_MR_mean_s-1,same,0.0,0.0,0
A_collaborative_none_i0,K_RM_mean_s-1,same,0.0,0.0,0
A_collaborative_none_i0,completion_time_s,same,4.2,4.2,0
A_collaborative_none_i0,disturbance,same,none,none,
A_collaborative_none_i0,failure_type,same,,,
A_collaborative_none_i0,hard_violation_count,same,0,0,0
A_collaborative_none_i0,init_variant,same,0,0,0
A_collaborative_none_i0,max_abs_jerk_mps3,same,2.500000000000001,2.500000000000001,0
A_collaborative_none_i0,mean_abs_jerk_mps3,same,0.40746891847501904,0.40746891847501904,0
A_collaborative_none_i0,merge_start_time_s,same,1.2000000000000002,1.2000000000000002,0
A_collaborative_none_i0,method,same,A,A,
A_collaborative_none_i0,min_net_gap_m,same,8.164424129616247,8.164424129616247,0
A_collaborative_none_i0,outcome,same,completed,completed,
A_collaborative_none_i0,pair_gain_total_error_max_s-1,same,0.0,0.0,0
A_collaborative_none_i0,road_violation_count,same,0,0,0
A_collaborative_none_i0,run_id,same,A_collaborative_none_i0,A_collaborative_none_i0,
A_collaborative_none_i0,safety_correction_abs_mean_mps2,same,3.9703988821939302,3.9703988821939302,0
A_collaborative_none_i0,safety_correction_count,same,43,43,0
A_collaborative_none_i0,scenario,same,collaborative,collaborative,
A_collaborative_none_i0,space_feedback_abs_mean_s-1,same,0.0,0.0,0
A_collaborative_none_i0,success,same,1,1,0
A_collaborative_none_i0,task_phase,same,SUCCESS,SUCCESS,
A_collaborative_none_i0,total_effort_integral_m2_s3,same,11.646905141124824,11.646905141124824,0
A_collaborative_none_i0,total_speed_deficit_integral_m_s,same,12.221744642787927,12.221744642787927,0
A_collaborative_none_i1,K_MR_mean_s-1,same,0.0,0.0,0
A_collaborative_none_i1,K_RM_mean_s-1,same,0.0,0.0,0
A_collaborative_none_i1,completion_time_s,same,,,
A_collaborative_none_i1,disturbance,same,none,none,
A_collaborative_none_i1,failure_type,same,started_but_failed,started_but_failed,
A_collaborative_none_i1,hard_violation_count,same,0,0,0
A_collaborative_none_i1,init_variant,same,1,1,0
A_collaborative_none_i1,max_abs_jerk_mps3,same,2.500000000000002,2.500000000000002,0
A_collaborative_none_i1,mean_abs_jerk_mps3,same,0.44320229094797803,0.44320229094797803,0
A_collaborative_none_i1,merge_start_time_s,same,2.55,2.55,0
A_collaborative_none_i1,method,same,A,A,
A_collaborative_none_i1,min_net_gap_m,same,8.210927233328942,8.210927233328942,0
A_collaborative_none_i1,outcome,same,started_but_failed,started_but_failed,
A_collaborative_none_i1,pair_gain_total_error_max_s-1,same,0.0,0.0,0
A_collaborative_none_i1,road_violation_count,same,0,0,0
A_collaborative_none_i1,run_id,same,A_collaborative_none_i1,A_collaborative_none_i1,
A_collaborative_none_i1,safety_correction_abs_mean_mps2,same,4.171689398352929,4.171689398352929,0
A_collaborative_none_i1,safety_correction_count,same,50,50,0
A_collaborative_none_i1,scenario,same,collaborative,collaborative,
A_collaborative_none_i1,space_feedback_abs_mean_s-1,same,0.0,0.0,0
A_collaborative_none_i1,success,same,0,0,0
A_collaborative_none_i1,task_phase,same,FAILED,FAILED,
A_collaborative_none_i1,total_effort_integral_m2_s3,same,10.859532952401038,10.859532952401038,0
A_collaborative_none_i1,total_speed_deficit_integral_m_s,same,11.455956813295357,11.455956813295357,0
A_collaborative_none_i2,K_MR_mean_s-1,same,0.0,0.0,0
A_collaborative_none_i2,K_RM_mean_s-1,same,0.0,0.0,0
A_collaborative_none_i2,completion_time_s,same,,,
A_collaborative_none_i2,disturbance,same,none,none,
A_collaborative_none_i2,failure_type,same,started_but_failed,started_but_failed,
A_collaborative_none_i2,hard_violation_count,same,0,0,0
A_collaborative_none_i2,init_variant,same,2,2,0
A_collaborative_none_i2,max_abs_jerk_mps3,same,2.5,2.5,0
A_collaborative_none_i2,mean_abs_jerk_mps3,same,0.538058573685441,0.538058573685441,0
A_collaborative_none_i2,merge_start_time_s,same,4.15,4.15,0
A_collaborative_none_i2,method,same,A,A,
A_collaborative_none_i2,min_net_gap_m,same,13.217533591032304,13.217533591032304,0
A_collaborative_none_i2,outcome,same,started_but_failed,started_but_failed,
A_collaborative_none_i2,pair_gain_total_error_max_s-1,same,0.0,0.0,0
A_collaborative_none_i2,road_violation_count,same,0,0,0
A_collaborative_none_i2,run_id,same,A_collaborative_none_i2,A_collaborative_none_i2,
A_collaborative_none_i2,safety_correction_abs_mean_mps2,same,4.746550477782575,4.746550477782575,0
A_collaborative_none_i2,safety_correction_count,same,49,49,0
A_collaborative_none_i2,scenario,same,collaborative,collaborative,
A_collaborative_none_i2,space_feedback_abs_mean_s-1,same,0.0,0.0,0
A_collaborative_none_i2,success,same,0,0,0
A_collaborative_none_i2,task_phase,same,FAILED,FAILED,
A_collaborative_none_i2,total_effort_integral_m2_s3,same,40.466809776621346,40.466809776621346,0
A_collaborative_none_i2,total_speed_deficit_integral_m_s,same,31.923603164098076,31.923603164098076,0
A_collaborative_prepare_i0,K_MR_mean_s-1,same,0.0,0.0,0
A_collaborative_prepare_i0,K_RM_mean_s-1,same,0.0,0.0,0
A_collaborative_prepare_i0,completion_time_s,same,4.2,4.2,0
A_collaborative_prepare_i0,disturbance,same,prepare,prepare,
A_collaborative_prepare_i0,failure_type,same,,,
A_collaborative_prepare_i0,hard_violation_count,same,0,0,0
A_collaborative_prepare_i0,init_variant,same,0,0,0
A_collaborative_prepare_i0,max_abs_jerk_mps3,same,2.5000000000000044,2.5000000000000044,0
A_collaborative_prepare_i0,mean_abs_jerk_mps3,same,0.8307519715468421,0.8307519715468421,0
A_collaborative_prepare_i0,merge_start_time_s,same,1.2000000000000002,1.2000000000000002,0
A_collaborative_prepare_i0,method,same,A,A,
A_collaborative_prepare_i0,min_net_gap_m,same,7.041043051373447,7.041043051373447,0
A_collaborative_prepare_i0,outcome,same,completed,completed,
A_collaborative_prepare_i0,pair_gain_total_error_max_s-1,same,0.0,0.0,0
A_collaborative_prepare_i0,road_violation_count,same,0,0,0
A_collaborative_prepare_i0,run_id,same,A_collaborative_prepare_i0,A_collaborative_prepare_i0,
A_collaborative_prepare_i0,safety_correction_abs_mean_mps2,same,4.38406824714894,4.38406824714894,0
A_collaborative_prepare_i0,safety_correction_count,same,83,83,0
A_collaborative_prepare_i0,scenario,same,collaborative,collaborative,
A_collaborative_prepare_i0,space_feedback_abs_mean_s-1,same,0.0,0.0,0
A_collaborative_prepare_i0,success,same,1,1,0
A_collaborative_prepare_i0,task_phase,same,SUCCESS,SUCCESS,
A_collaborative_prepare_i0,total_effort_integral_m2_s3,same,78.12475794502264,78.12475794502264,0
A_collaborative_prepare_i0,total_speed_deficit_integral_m_s,same,54.634365213673426,54.634365213673426,0
A_collaborative_prepare_i1,K_MR_mean_s-1,same,0.0,0.0,0
A_collaborative_prepare_i1,K_RM_mean_s-1,same,0.0,0.0,0
A_collaborative_prepare_i1,completion_time_s,same,,,
A_collaborative_prepare_i1,disturbance,same,prepare,prepare,
A_collaborative_prepare_i1,failure_type,same,started_but_failed,started_but_failed,
A_collaborative_prepare_i1,hard_violation_count,same,0,0,0
A_collaborative_prepare_i1,init_variant,same,1,1,0
A_collaborative_prepare_i1,max_abs_jerk_mps3,same,2.500000000000001,2.500000000000001,0
A_collaborative_prepare_i1,mean_abs_jerk_mps3,same,0.5630376833925637,0.5630376833925637,0
A_collaborative_prepare_i1,merge_start_time_s,same,2.45,2.45,0
A_collaborative_prepare_i1,method,same,A,A,
A_collaborative_prepare_i1,min_net_gap_m,same,8.150517129001297,8.150517129001297,0
A_collaborative_prepare_i1,outcome,same,started_but_failed,started_but_failed,
A_collaborative_prepare_i1,pair_gain_total_error_max_s-1,same,0.0,0.0,0
A_collaborative_prepare_i1,road_violation_count,same,0,0,0
A_collaborative_prepare_i1,run_id,same,A_collaborative_prepare_i1,A_collaborative_prepare_i1,
A_collaborative_prepare_i1,safety_correction_abs_mean_mps2,same,4.048517096562629,4.048517096562629,0
A_collaborative_prepare_i1,safety_correction_count,same,40,40,0
A_collaborative_prepare_i1,scenario,same,collaborative,collaborative,
A_collaborative_prepare_i1,space_feedback_abs_mean_s-1,same,0.0,0.0,0
A_collaborative_prepare_i1,success,same,0,0,0
A_collaborative_prepare_i1,task_phase,same,FAILED,FAILED,
A_collaborative_prepare_i1,total_effort_integral_m2_s3,same,18.542793191979698,18.542793191979698,0
A_collaborative_prepare_i1,total_speed_deficit_integral_m_s,same,18.66545821707024,18.66545821707024,0
A_collaborative_prepare_i2,K_MR_mean_s-1,same,0.0,0.0,0
A_collaborative_prepare_i2,K_RM_mean_s-1,same,0.0,0.0,0
A_collaborative_prepare_i2,completion_time_s,same,,,
A_collaborative_prepare_i2,disturbance,same,prepare,prepare,
A_collaborative_prepare_i2,failure_type,same,started_but_failed,started_but_failed,
A_collaborative_prepare_i2,hard_violation_count,same,0,0,0
A_collaborative_prepare_i2,init_variant,same,2,2,0
A_collaborative_prepare_i2,max_abs_jerk_mps3,same,2.500000000000002,2.500000000000002,0
A_collaborative_prepare_i2,mean_abs_jerk_mps3,same,0.664683351658766,0.664683351658766,0
A_collaborative_prepare_i2,merge_start_time_s,same,4.95,4.95,0
A_collaborative_prepare_i2,method,same,A,A,
A_collaborative_prepare_i2,min_net_gap_m,same,12.234497328234067,12.234497328234067,0
A_collaborative_prepare_i2,outcome,same,started_but_failed,started_but_failed,
A_collaborative_prepare_i2,pair_gain_total_error_max_s-1,same,0.0,0.0,0
A_collaborative_prepare_i2,road_violation_count,same,0,0,0
A_collaborative_prepare_i2,run_id,same,A_collaborative_prepare_i2,A_collaborative_prepare_i2,
A_collaborative_prepare_i2,safety_correction_abs_mean_mps2,same,4.779927977791185,4.779927977791185,0
A_collaborative_prepare_i2,safety_correction_count,same,56,56,0
A_collaborative_prepare_i2,scenario,same,collaborative,collaborative,
A_collaborative_prepare_i2,space_feedback_abs_mean_s-1,same,0.0,0.0,0
A_collaborative_prepare_i2,success,same,0,0,0
A_collaborative_prepare_i2,task_phase,same,FAILED,FAILED,
A_collaborative_prepare_i2,total_effort_integral_m2_s3,same,47.44519642322993,47.44519642322993,0
A_collaborative_prepare_i2,total_speed_deficit_integral_m_s,same,43.013242062810534,43.013242062810534,0
A_short_window_none_i0,K_MR_mean_s-1,same,0.0,0.0,0
A_short_window_none_i0,K_RM_mean_s-1,same,0.0,0.0,0
A_short_window_none_i0,completion_time_s,same,,,
A_short_window_none_i0,disturbance,same,none,none,
A_short_window_none_i0,failure_type,same,missed_window,missed_window,
A_short_window_none_i0,hard_violation_count,same,0,0,0
A_short_window_none_i0,init_variant,same,0,0,0
A_short_window_none_i0,max_abs_jerk_mps3,same,2.5,2.5,0
A_short_window_none_i0,mean_abs_jerk_mps3,same,0.15484220267008408,0.15484220267008408,0
A_short_window_none_i0,merge_start_time_s,same,,,
A_short_window_none_i0,method,same,A,A,
A_short_window_none_i0,min_net_gap_m,same,13.001562500000073,13.001562500000073,0
A_short_window_none_i0,outcome,same,missed_window,missed_window,
A_short_window_none_i0,pair_gain_total_error_max_s-1,same,0.0,0.0,0
A_short_window_none_i0,road_violation_count,same,0,0,0
A_short_window_none_i0,run_id,same,A_short_window_none_i0,A_short_window_none_i0,
A_short_window_none_i0,safety_correction_abs_mean_mps2,same,0.0,0.0,0
A_short_window_none_i0,safety_correction_count,same,0,0,0
A_short_window_none_i0,scenario,same,short_window,short_window,
A_short_window_none_i0,space_feedback_abs_mean_s-1,same,0.0,0.0,0
A_short_window_none_i0,success,same,0,0,0
A_short_window_none_i0,task_phase,same,FAILED,FAILED,
A_short_window_none_i0,total_effort_integral_m2_s3,same,7.573004589987801,7.573004589987801,0
A_short_window_none_i0,total_speed_deficit_integral_m_s,same,10.810350853005552,10.810350853005552,0
A_short_window_none_i1,K_MR_mean_s-1,same,0.0,0.0,0
A_short_window_none_i1,K_RM_mean_s-1,same,0.0,0.0,0
A_short_window_none_i1,completion_time_s,same,,,
A_short_window_none_i1,disturbance,same,none,none,
A_short_window_none_i1,failure_type,same,missed_window,missed_window,
A_short_window_none_i1,hard_violation_count,same,0,0,0
A_short_window_none_i1,init_variant,same,1,1,0
A_short_window_none_i1,max_abs_jerk_mps3,same,2.5,2.5,0
A_short_window_none_i1,mean_abs_jerk_mps3,same,0.11737085131163186,0.11737085131163186,0
A_short_window_none_i1,merge_start_time_s,same,,,
A_short_window_none_i1,method,same,A,A,
A_short_window_none_i1,min_net_gap_m,same,12.868593750000098,12.868593750000098,0
A_short_window_none_i1,outcome,same,missed_window,missed_window,
A_short_window_none_i1,pair_gain_total_error_max_s-1,same,0.0,0.0,0
A_short_window_none_i1,road_violation_count,same,0,0,0
A_short_window_none_i1,run_id,same,A_short_window_none_i1,A_short_window_none_i1,
A_short_window_none_i1,safety_correction_abs_mean_mps2,same,0.0,0.0,0
A_short_window_none_i1,safety_correction_count,same,0,0,0
A_short_window_none_i1,scenario,same,short_window,short_window,
A_short_window_none_i1,space_feedback_abs_mean_s-1,same,0.0,0.0,0
A_short_window_none_i1,success,same,0,0,0
A_short_window_none_i1,task_phase,same,FAILED,FAILED,
A_short_window_none_i1,total_effort_integral_m2_s3,same,3.5412552254432317,3.5412552254432317,0
A_short_window_none_i1,total_speed_deficit_integral_m_s,same,7.446758633681958,7.446758633681958,0
A_short_window_none_i2,K_MR_mean_s-1,same,0.0,0.0,0
A_short_window_none_i2,K_RM_mean_s-1,same,0.0,0.0,0
A_short_window_none_i2,completion_time_s,same,,,
A_short_window_none_i2,disturbance,same,none,none,
A_short_window_none_i2,failure_type,same,missed_window,missed_window,
A_short_window_none_i2,hard_violation_count,same,0,0,0
A_short_window_none_i2,init_variant,same,2,2,0
A_short_window_none_i2,max_abs_jerk_mps3,same,2.5,2.5,0
A_short_window_none_i2,mean_abs_jerk_mps3,same,0.12783288675220714,0.12783288675220714,0
A_short_window_none_i2,merge_start_time_s,same,,,
A_short_window_none_i2,method,same,A,A,
A_short_window_none_i2,min_net_gap_m,same,10.205156250000012,10.205156250000012,0
A_short_window_none_i2,outcome,same,missed_window,missed_window,
A_short_window_none_i2,pair_gain_total_error_max_s-1,same,0.0,0.0,0
A_short_window_none_i2,road_violation_count,same,0,0,0
A_short_window_none_i2,run_id,same,A_short_window_none_i2,A_short_window_none_i2,
A_short_window_none_i2,safety_correction_abs_mean_mps2,same,0.0,0.0,0
A_short_window_none_i2,safety_correction_count,same,0,0,0
A_short_window_none_i2,scenario,same,short_window,short_window,
A_short_window_none_i2,space_feedback_abs_mean_s-1,same,0.0,0.0,0
A_short_window_none_i2,success,same,0,0,0
A_short_window_none_i2,task_phase,same,FAILED,FAILED,
A_short_window_none_i2,total_effort_integral_m2_s3,same,5.835666331637241,5.835666331637241,0
A_short_window_none_i2,total_speed_deficit_integral_m_s,same,9.783791677949099,9.783791677949099,0
A_short_window_prepare_i0,K_MR_mean_s-1,same,0.0,0.0,0
A_short_window_prepare_i0,K_RM_mean_s-1,same,0.0,0.0,0
A_short_window_prepare_i0,completion_time_s,same,,,
A_short_window_prepare_i0,disturbance,same,prepare,prepare,
A_short_window_prepare_i0,failure_type,same,missed_window,missed_window,
A_short_window_prepare_i0,hard_violation_count,same,0,0,0
A_short_window_prepare_i0,init_variant,same,0,0,0
A_short_window_prepare_i0,max_abs_jerk_mps3,same,2.5,2.5,0
A_short_window_prepare_i0,mean_abs_jerk_mps3,same,0.24528294878696758,0.24528294878696758,0
A_short_window_prepare_i0,merge_start_time_s,same,,,
A_short_window_prepare_i0,method,same,A,A,
A_short_window_prepare_i0,min_net_gap_m,same,13.001562500000073,13.001562500000073,0
A_short_window_prepare_i0,outcome,same,missed_window,missed_window,
A_short_window_prepare_i0,pair_gain_total_error_max_s-1,same,0.0,0.0,0
A_short_window_prepare_i0,road_violation_count,same,0,0,0
A_short_window_prepare_i0,run_id,same,A_short_window_prepare_i0,A_short_window_prepare_i0,
A_short_window_prepare_i0,safety_correction_abs_mean_mps2,same,0.0,0.0,0
A_short_window_prepare_i0,safety_correction_count,same,0,0,0
A_short_window_prepare_i0,scenario,same,short_window,short_window,
A_short_window_prepare_i0,space_feedback_abs_mean_s-1,same,0.0,0.0,0
A_short_window_prepare_i0,success,same,0,0,0
A_short_window_prepare_i0,task_phase,same,FAILED,FAILED,
A_short_window_prepare_i0,total_effort_integral_m2_s3,same,10.442549570574712,10.442549570574712,0
A_short_window_prepare_i0,total_speed_deficit_integral_m_s,same,16.215191908519554,16.215191908519554,0
A_short_window_prepare_i1,K_MR_mean_s-1,same,0.0,0.0,0
A_short_window_prepare_i1,K_RM_mean_s-1,same,0.0,0.0,0
A_short_window_prepare_i1,completion_time_s,same,,,
A_short_window_prepare_i1,disturbance,same,prepare,prepare,
A_short_window_prepare_i1,failure_type,same,missed_window,missed_window,
A_short_window_prepare_i1,hard_violation_count,same,0,0,0
A_short_window_prepare_i1,init_variant,same,1,1,0
A_short_window_prepare_i1,max_abs_jerk_mps3,same,2.5,2.5,0
A_short_window_prepare_i1,mean_abs_jerk_mps3,same,0.21194718244933322,0.21194718244933322,0
A_short_window_prepare_i1,merge_start_time_s,same,,,
A_short_window_prepare_i1,method,same,A,A,
A_short_window_prepare_i1,min_net_gap_m,same,12.868593750000098,12.868593750000098,0
A_short_window_prepare_i1,outcome,same,missed_window,missed_window,
A_short_window_prepare_i1,pair_gain_total_error_max_s-1,same,0.0,0.0,0
A_short_window_prepare_i1,road_violation_count,same,0,0,0
A_short_window_prepare_i1,run_id,same,A_short_window_prepare_i1,A_short_window_prepare_i1,
A_short_window_prepare_i1,safety_correction_abs_mean_mps2,same,0.0,0.0,0
A_short_window_prepare_i1,safety_correction_count,same,0,0,0
A_short_window_prepare_i1,scenario,same,short_window,short_window,
A_short_window_prepare_i1,space_feedback_abs_mean_s-1,same,0.0,0.0,0
A_short_window_prepare_i1,success,same,0,0,0
A_short_window_prepare_i1,task_phase,same,FAILED,FAILED,
A_short_window_prepare_i1,total_effort_integral_m2_s3,same,6.384857569804169,6.384857569804169,0
A_short_window_prepare_i1,total_speed_deficit_integral_m_s,same,12.689178660218392,12.689178660218392,0
A_short_window_prepare_i2,K_MR_mean_s-1,same,0.0,0.0,0
A_short_window_prepare_i2,K_RM_mean_s-1,same,0.0,0.0,0
