run_id,method,ablation,scenario,disturbance,init_variant,outcome,success,geometry_completed,merge_start_time_s,completion_time_s,planner_first_time_s,planner_first_valid_time_s,planner_replans,planner_mean_compute_time_s,planner_p95_compute_time_s,planner_max_compute_time_s,planner_candidate_count,planner_total_candidate_count,planner_decision_count,planner_predicted_completion_s_m,planner_predicted_completion_t_s,planner_predicted_min_h_m,speed_deficit_prepare_m,speed_deficit_execute_m,speed_deficit_handoff_m,speed_deficit_normal_follow_m,speed_deficit_failure_handling_m,total_speed_deficit_distance_m,total_effort_integral_m2_s3,max_abs_jerk_mps3,safety_correction_count,action_saturation_count,empty_action_steps,handoff_duration_s,handoff_min_h_MR_m,completion_relative_v_MR_mps,completion_relative_a_MR_mps2,completion_rear_braking_demand_mps2,recovery_time_s,compute_time_s
S2_collaborative_none_i0,S2,,collaborative,none,0,completed,1,1,1.5000000000000002,4.5,0.0,0.0,9,0.11488129999876644,0.18282952000154182,0.19733840000117198,17.555555555555557,158,9,157.2284241833711,4.5,2.04850848886484,0.8913213053952916,14.691252023250435,10.518815273183002,31.85416343076463,0,57.95555203259336,24.46753112875444,2.5,0,1,0,1.0,9.244870853310744,2.3662986916766435,-0.0954730177097618,0.9833654789234965,1.0,1.1859127000207081
S2_collaborative_prepare_i0,S2,,collaborative,prepare,0,completed,1,1,1.5000000000000002,4.5,0.0,0.0,9,0.12189581111306325,0.1709548200247809,0.18377430003602058,17.555555555555557,158,9,157.2284241833711,4.5,1.7983398755642899,0.8975713053952918,16.745079396076637,11.493665095645103,36.17438620905604,0,65.31070200617307,28.940251441920452,2.5,0,30,26,1.0,8.132884541003817,1.598315745715496,-0.29785786622037125,1.0433632248353266,1.0,1.246253399993293
S2_collaborative_none_i2,S2,,collaborative,none,2,completed,1,1,2.0,5.0,0.0,0.0,10,0.11788692001136951,0.18181022501375987,0.19440010003745556,16.5,165,10,161.0562499999998,5.0,3.841807809280928,3.4057785193890617,24.380114995128913,14.912703326275535,53.30280492113526,0,96.00140176192878,35.91716588995028,2.5,0,1,0,1.0,7.56858790006061,1.5497695351739722,-0.19179996931504673,1.0733955375888469,1.0,1.3291698999819346
S2_ample_none_i0,S2,,ample,none,0,completed,1,1,1.5000000000000002,4.5,0.0,0.0,9,0.10736441111657768,0.16335717998445035,0.16844649997074157,17.555555555555557,158,9,164.8221269039056,4.5,0.8111048442827293,0.07364766826615554,1.1906139566972351,0.5755996377093581,3.167233179873537,0,5.007094442546285,4.3878322760956685,2.5,0,5,0,1.0,9.185840102940862,2.1910076625366983,-0.17191853913532873,0.12740490525608184,1.0,1.1184448999702
S2_ample_prepare_i0,S2,,ample,prepare,0,completed,1,1,1.5000000000000002,4.5,0.0,0.0,9,0.12420923332683742,0.19033162001287562,0.2090077000320889,17.555555555555557,158,9,164.8221269039056,4.5,0.4200141697386979,0.07364766826615554,2.3268879470732595,0.7315423071769036,4.1772561684370455,0,7.309334090953364,5.652617363592313,2.500000000000002,0,34,0,1.0,8.786838208352115,1.874960756582439,-0.25416509696442224,0.19151329460583488,1.0,1.282874799973797
S3_collaborative_none_i0,S3,,collaborative,none,0,completed,1,1,1.5000000000000002,4.5,0.0,0.0,9,0.13716133332733685,0.21247332000639288,0.23434700001962483,17.555555555555557,158,9,157.4400452587376,4.5,1.969222126178857,0.8707988231280668,13.901525919601193,9.836279576065982,28.30642649729245,0,52.91503081608769,22.342752292109964,2.5,0,1,0,1.0,8.760673238991734,2.2047179271679322,-0.10751865099706492,0.9009691444627133,1.0,1.4352289999951608
S3_collaborative_prepare_i0,S3,,collaborative,prepare,0,completed,1,1,1.5000000000000002,4.5,0.0,0.0,9,0.14619667778283152,0.21395304000470786,0.2195431999862194,17.555555555555557,158,9,157.4400452587376,4.5,2.016961430809171,0.877048823128067,16.31936690050548,11.114501900953929,34.632711672968796,0,62.94362929755627,27.702686101123962,2.5,0,30,24,1.0,7.358659521136154,1.226634096152786,-0.3673064351772053,0.9620224450910335,1.0,1.4964101999648847
S3_collaborative_none_i2,S3,,collaborative,none,2,completed,1,1,2.0,5.0,0.0,0.0,10,0.11153721000882796,0.21219626499223515,0.2514679000014439,16.5,165,10,161.0562499999998,5.0,4.03762275059672,3.4057785193890617,23.5652988477695,14.015881302057785,47.44358904440305,0,88.43054771361939,32.73894568547062,2.5,0,1,0,1.0,7.467565894817719,1.5517910585747323,-0.18804398488090301,0.9492764955120361,1.0,1.251087499957066
S3_ample_none_i0,S3,,ample,none,0,completed,1,1,1.5000000000000002,4.5,0.0,0.0,9,0.10854009999376205,0.15741337997606022,0.17385309998644516,17.555555555555557,158,9,164.96861623268046,4.5,0.5163979422267495,0.04786509994999211,0.8070249051006337,0.3556017640225367,3.4199352915870547,0,4.630427060660217,4.453164610116257,2.5,0,5,0,1.0,8.919909959872566,2.041580335262786,-0.21851953157524284,0.07007680142762474,1.0,1.1350346999824978
S3_ample_prepare_i0,S3,,ample,prepare,0,completed,1,1,1.5000000000000002,4.5,0.0,0.0,9,0.11089730000821874,0.17637447998858988,0.19177859998308122,17.555555555555557,158,9,164.96861623268046,4.5,-0.08984870175439141,0.04786509994999211,1.815446056626193,0.32000156515132067,4.750922296499997,0,6.934235018227503,5.755910916784623,2.500000000000002,1,43,11,1.0,8.495959701629417,1.6334903570866857,-0.4916838422316241,0.0,1.0,1.1495626999530941
P_ample_none_i1,P,,ample,none,1,completed,1,1,2.5,5.5,0.0,0.0,11,0.13246149091388693,0.2095637500169687,0.2097032000310719,15.636363636363637,172,11,168.46562499999982,5.5,4.18751607044273,3.588395307490946,24.022850640273806,11.95726220038734,33.488901286181985,0,73.05740943433408,24.379050878395272,2.500000000000001,0,5,0,1.0,9.667749999999918,2.2249999999999357,-0.6500000000000004,0.2249999999999997,1.0,1.606482099974528
P_ample_none_i2,P,,ample,none,2,completed,1,1,1.5000000000000002,4.5,0.0,0.0,9,0.11598740000044927,0.16333826000336557,0.17351190000772476,17.555555555555557,158,9,162.6406249999999,4.5,4.203228528347109,1.8847897568209122,7.140579458407851,2.6898123795402005,4.253424706057909,0,15.968606300826872,6.192900388006527,2.5,0,5,0,1.0,9.906250000000002,1.8049999999999358,-0.7,0.0,1.0,1.1959656999679282
P_ample_prepare_i1,P,,ample,prepare,1,completed,1,1,2.5,5.5,0.0,0.0,11,0.14127549089872363,0.21891604998381808,0.2391690999502316,15.636363636363637,172,11,168.46562499999982,5.5,4.187516070442732,4.004563204064309,24.728812617194905,11.976047777515767,33.510945335983095,0,74.22036893475807,25.741056542022406,2.500000000000002,0,34,0,1.0,9.667749999999918,2.2249999999999357,-0.6500000000000004,0.2249999999999997,1.0,1.7303754999884404
P_ample_prepare_i2,P,,ample,prepare,2,completed,1,1,1.5000000000000002,4.5,0.0,0.0,9,0.1296582555708786,0.19246041999431326,0.20128089998615906,17.555555555555557,158,9,162.6406249999999,4.5,3.004981213606211,1.8847897568209122,8.217933051377281,2.7654579075817263,5.1922651426019595,0,18.06044585838188,7.522480233451368,2.500000000000002,0,34,0,1.0,9.906250000000002,1.8049999999999358,-0.7,0.0,1.0,1.3455309999990277
P_collaborative_none_i1,P,,collaborative,none,1,completed,1,1,4.0,7.0,0.0,3.5,14,0.09699704286010404,0.13920503500266931,0.15984130004653707,58.285714285714285,816,14,168.57065624999987,7.0,0.7376433444338018,23.6054980375663,65.49181262769339,27.748416192423743,136.80242750095596,0,253.6481543586394,68.75955362455261,2.5,0,2,0,1.0,2.5313107707347227,-0.2312500000000064,-0.24999999999999967,0.725,1.0,1.501372100028675
P_collaborative_prepare_i1,P,,collaborative,prepare,1,completed,1,1,4.0,7.0,0.0,3.5,14,0.09228489285201899,0.14976920498302204,0.19354559999192134,58.285714285714285,816,14,168.57065624999987,7.0,0.7376433439584185,24.77223152594679,65.61265846859945,27.754009209581152,136.80647180240837,0,254.94537100653577,70.02501435919358,2.5,0,31,0,1.0,2.5313107704586058,-0.2312500000000064,-0.24999999999999967,0.725,1.0,1.43285579996882
P_collaborative_prepare_i2,P,,collaborative,prepare,2,completed,1,1,2.5,5.5,0.0,0.0,11,0.13345693636008285,0.2284903999825474,0.24415619997307658,33.09090909090909,364,11,161.0562499999998,5.0,2.266789010116419,5.293133562784767,40.54383239087607,24.17717676984291,155.77261821989183,0,225.78676094339556,75.62703528676138,2.5,0,30,0,1.0,3.232166055192934,-1.0499999999999439,-0.8500000000000001,1.4249999999999994,1.0,1.618147500033956
P_short_window_none_i0,P,,short_window,none,0,missed_window,0,0,,,0.0,,12,0.08128380833659321,0.08935055000474676,0.09175790002336726,96,1152,12,nan,nan,0.20920978129942203,56.44471404727112,0,0,0,162.00578340176637,218.45049744903747,99.17876384472815,2.5,0,2,0,nan,nan,nan,nan,nan,nan,1.1213574000285007
P_short_window_none_i1,P,,short_window,none,1,missed_window,0,0,,,0.0,,16,0.09244811875760206,0.10562150001351256,0.10979360004421324,96,1536,16,nan,nan,-0.42695841431270143,127.40591574504884,0,0,0,245.6791207798106,373.08503652485945,141.08738064783097,2.5,0,2,45,nan,nan,nan,nan,nan,nan,1.640054399962537
P_short_window_none_i2,P,,short_window,none,2,missed_window,0,0,,,0.0,,12,0.10814135832576237,0.12103520999953615,0.12441540003055707,96,1152,12,nan,nan,0.10422104488359807,64.8772116368536,0,0,0,177.1672622617502,242.04447389860383,103.47544674708355,2.5,0,2,0,nan,nan,nan,nan,nan,nan,1.4778985000448301
P_short_window_prepare_i0,P,,short_window,prepare,0,missed_window,0,0,,,0.0,,12,0.09679562500483978,0.10873117504233959,0.11373040004400536,96,1152,12,nan,nan,0.20920978129942203,57.714604878178065,0,0,0,162.03310847320571,219.74771335138377,100.44422621158604,2.5,0,31,0,nan,nan,nan,nan,nan,nan,1.31159120000666
P_short_window_prepare_i1,P,,short_window,prepare,1,missed_window,0,0,,,0.0,,16,0.08913319375278661,0.10175935002916958,0.10416729998541996,96,1536,16,nan,nan,-0.42695841431270143,128.69810767018328,0,0,0,245.68414089114245,374.3822485613257,142.35284431139024,2.5,0,31,45,nan,nan,nan,nan,nan,nan,1.559583600028418
P_short_window_prepare_i2,P,,short_window,prepare,2,missed_window,0,0,,,0.0,,12,0.08757228333464202,0.10205791500629856,0.1121739000082016,96,1152,12,nan,nan,0.10422104488359807,66.14937565587054,0,0,0,177.1923134124635,243.34168906833406,104.74090965660137,2.5,0,31,0,nan,nan,nan,nan,nan,nan,1.1978331000427715
S1_ample_none_i1,S1,,ample,none,1,completed,1,1,2.5,5.5,0.0,0.0,11,0.13680190000344405,0.19904410000890493,0.21613700001034886,15.636363636363637,172,11,168.46562499999982,5.5,1.2923529617517016,4.464366665126228,36.929166461554914,21.9318200890831,115.50846839008013,0,178.83382160584438,64.69105278467123,2.5,0,5,0,1.0,20.101874999999872,7.024999999999919,1.0,1.875,1.0,1.6780597000033595
S1_ample_none_i2,S1,,ample,none,2,completed,1,1,1.5000000000000002,4.5,0.0,0.0,9,0.12011443333338118,0.21140455998247487,0.23786359996302053,17.555555555555557,158,9,162.6406249999999,4.5,4.247197278347116,2.0876686987237902,13.916682471592932,8.478543387607719,28.386800175257957,0,52.8696947331824,17.688438979742667,2.5,0,5,0,1.0,15.82375000000001,4.600000000000001,0.0,0.875,1.0,1.226947500021197
S1_ample_prepare_i1,S1,,ample,prepare,1,completed,1,1,2.5,5.5,0.0,0.0,11,0.15089379999765448,0.21655404998455197,0.22442869999213144,15.636363636363637,172,11,168.46562499999982,5.5,1.2923529617517016,4.880534561699592,37.63512843847601,21.950605666211523,115.52668773357769,0,179.9929563999648,66.0603491609682,2.500000000000002,0,34,0,1.0,20.101874999999872,7.024999999999919,1.0,1.875,1.0,1.8258654999663122
S1_ample_prepare_i2,S1,,ample,prepare,2,completed,1,1,1.5000000000000002,4.5,0.0,0.0,9,0.1264093444398087,0.18243311999831346,0.20538780000060797,17.555555555555557,158,9,162.6406249999999,4.5,3.0552828379451427,2.0876686987237902,14.994036064562364,8.532851683603727,29.20715256244892,0,54.8217090093388,19.016170605649382,2.500000000000002,0,34,0,1.0,15.82375000000001,4.600000000000001,0.0,0.875,1.0,1.3426855000434443
S1_collaborative_none_i1,S1,,collaborative,none,1,completed,1,1,4.0,7.0,0.0,3.5,14,0.1061663785699888,0.1498022700019646,0.20292170002358034,58.285714285714285,816,14,167.6562499999999,7.0,0.014109795800099079,23.621810537566297,68.18230573112926,31.514390103400853,197.80134340936954,0,321.119849781466,87.69119067274589,2.5,1,6,10,1.0,0.11017738920757747,-1.724999999999957,-1.0,1.125,1.0,1.6329110999940895
S1_collaborative_prepare_i1,S1,,collaborative,prepare,1,completed,1,1,4.0,7.0,0.0,3.5,14,0.09170422857693795,0.14437382998003156,0.18872320000082254,58.285714285714285,816,14,167.6562499999999,7.0,0.014109795800099079,24.788544025946788,68.30315157203532,31.51998312000605,197.80538540390847,0,322.4170641218966,88.95665364014054,2.5,1,35,10,1.0,0.11017738920757747,-1.724999999999957,-1.0,1.125,1.0,1.4320417999988422
S1_collaborative_prepare_i2,S1,,collaborative,prepare,2,completed,1,1,2.5,5.5,0.0,0.0,11,0.15735695454482498,0.29384004999883473,0.3007508000009693,33.09090909090909,364,11,161.0562499999998,5.0,1.6103945751510347,5.811763153479241,45.63284000154522,28.344309812083452,199.91670754889992,0,279.70562051600785,95.44617700863351,2.5,0,30,0,1.0,5.070200560302795,-0.8250000000000384,-1.0,1.875,1.0,1.9091720000142232
S1_short_window_none_i0,S1,,short_window,none,0,missed_window,0,0,,,0.0,,12,0.09422725832943495,0.1077825899934396,0.1177200999809429,96,1152,12,nan,nan,0.20920978129942203,56.44471404727112,0,0,0,162.00578340176637,218.45049744903747,99.17876384472815,2.5,0,2,0,nan,nan,nan,nan,nan,nan,1.3033538999734446
S1_short_window_none_i1,S1,,short_window,none,1,missed_window,0,0,,,0.0,,16,0.09545551250266726,0.11132432502927259,0.11218420002842322,96,1536,16,nan,nan,-0.42695841431270143,127.40591574504884,0,0,0,245.6791207798106,373.08503652485945,141.08738064783097,2.5,0,2,45,nan,nan,nan,nan,nan,nan,1.6823030999512412
S1_short_window_none_i2,S1,,short_window,none,2,missed_window,0,0,,,0.0,,12,0.10227366666852807,0.11511678000097163,0.11922769999364391,96,1152,12,nan,nan,0.10422104488359807,64.8772116368536,0,0,0,177.1672622617502,242.04447389860383,103.47544674708355,2.5,0,2,0,nan,nan,nan,nan,nan,nan,1.4063650000025518
S1_short_window_prepare_i0,S1,,short_window,prepare,0,missed_window,0,0,,,0.0,,12,0.09144690832666431,0.10144050500821322,0.10581569996429607,96,1152,12,nan,nan,0.20920978129942203,57.714604878178065,0,0,0,162.03310847320571,219.74771335138377,100.44422621158604,2.5,0,31,0,nan,nan,nan,nan,nan,nan,1.2476645999704488
S1_short_window_prepare_i1,S1,,short_window,prepare,1,missed_window,0,0,,,0.0,,16,0.0912342500014347,0.10836894999374636,0.1091395000112243,96,1536,16,nan,nan,-0.42695841431270143,128.69810767018328,0,0,0,245.68414089114245,374.3822485613257,142.35284431139024,2.5,0,31,45,nan,nan,nan,nan,nan,nan,1.6144806999946013
S1_short_window_prepare_i2,S1,,short_window,prepare,2,missed_window,0,0,,,0.0,,12,0.09129784167938244,0.10163430001121014,0.10380680003436282,96,1152,12,nan,nan,0.10422104488359807,66.14937565587054,0,0,0,177.1923134124635,243.34168906833406,104.74090965660137,2.5,0,31,0,nan,nan,nan,nan,nan,nan,1.265484799980186
S2_ample_none_i1,S2,,ample,none,1,completed,1,1,2.5,5.5,0.0,0.0,11,0.14967707273105837,0.24740205000853166,0.2671783000114374,15.636363636363637,172,11,166.71861293981962,5.5,3.3922336294788655,3.5729021831456484,26.630032130445905,14.551264274926583,50.5045920076593,0,95.25879059617743,31.826093782177335,2.5,0,5,0,1.0,10.107648009750413,3.038581332803382,0.022719500062612807,0.887539800986499,1.0,1.8357772000017576
S2_ample_none_i2,S2,,ample,none,2,completed,1,1,1.5000000000000002,4.5,0.0,0.0,9,0.14221246666663015,0.21745753998402506,0.2307928999653086,17.555555555555557,158,9,162.8853905769185,4.5,3.155874780272832,1.9616324131889216,10.68264759498358,5.637479869164139,16.32322632002904,0,34.60498619736568,10.357851374323422,2.5,0,5,0,1.0,14.153590427903696,4.007221924841215,-0.12008253974873251,0.5149249866185585,1.0,1.4763186000054702
S2_ample_prepare_i1,S2,,ample,prepare,1,completed,1,1,2.5,5.5,0.0,0.0,11,0.1662678272643296,0.2883548499958124,0.32852229999843985,15.636363636363637,172,11,166.71861293981962,5.5,3.3942533214778967,3.989051470750784,27.333585344134878,14.567346444756753,50.49161305076976,0,96.38159631041218,33.18276993023199,2.500000000000002,0,34,0,1.0,10.097016303798537,3.032302156617428,0.020785790241646507,0.8865850557671997,1.0,1.99546410003677
S2_ample_prepare_i2,S2,,ample,prepare,2,completed,1,1,1.5000000000000002,4.5,0.0,0.0,9,0.1130240555632756,0.17210554002085698,0.1879981000092812,17.555555555555557,158,9,162.8853905769185,4.5,1.9294096592938175,1.9616324131889216,11.7635069207779,5.731944920580001,17.25526736385055,0,36.71235161839737,11.861901284932198,2.500000000000002,0,34,0,1.0,14.156542414667268,4.0106576188328305,-0.11677615221585347,0.517190320962837,1.0,1.1642432999797165
S2_collaborative_none_i1,S2,,collaborative,none,1,completed,1,1,4.0,7.0,0.0,3.5,14,0.09466923571640759,0.14507257999212012,0.20090549997985363,58.285714285714285,816,14,168.83825518406155,7.0,0.5334083453601677,23.603219155746554,67.29537076966268,29.74765111187896,150.13042224037903,0,270.77666327766724,75.19239457555794,2.5,0,2,0,1.0,3.7791312935039896,0.09548753439512936,-0.33435994713024053,0.9869672371711911,1.0,1.475025399995502
S2_collaborative_prepare_i1,S2,,collaborative,prepare,1,completed,1,1,4.0,7.0,0.0,3.5,14,0.09507397143586006,0.1389417700032936,0.18477990000974387,58.285714285714285,816,14,168.86274733149392,7.0,0.530100235475861,24.769646492381902,67.42912481608356,29.766211147859504,149.73468949462875,0,271.6996719509537,76.58149791869914,2.5,0,31,0,1.0,3.877359942674392,0.12968635298037423,-0.3252713274996002,0.9913005034000562,1.0,1.4709823000011966
S2_collaborative_prepare_i2,S2,,collaborative,prepare,2,completed,1,1,3.0,6.0,0.0,0.0,12,0.14421165832997454,0.23813342999201265,0.25311729998793453,30.916666666666668,371,12,161.0562499999998,5.0,0.9009732384153919,9.370264932396163,52.34788655028065,29.44211294575601,160.25321849741027,0,251.41348292584308,94.26639584755846,2.5,0,30,0,1.0,10.859217856928872,1.3268550932083194,-0.21341982493333833,1.849221030038976,1.0,1.8902717999881133
S2_short_window_none_i0,S2,,short_window,none,0,missed_window,0,0,,,0.0,,12,0.09801991665153764,0.10549271497002337,0.1058197999955155,96,1152,12,nan,nan,0.20920978129942203,56.44471404727112,0,0,0,162.00578340176637,218.45049744903747,99.17876384472815,2.5,0,2,0,nan,nan,nan,nan,nan,nan,1.3439543999847956
S2_short_window_none_i1,S2,,short_window,none,1,missed_window,0,0,,,0.0,,16,0.11343310000665952,0.12413492501946166,0.12845620000734925,96,1536,16,nan,nan,-0.42695841431270143,127.40591574504884,0,0,0,245.6791207798106,373.08503652485945,141.08738064783097,2.5,0,2,45,nan,nan,nan,nan,nan,nan,1.992007700027898
S2_short_window_none_i2,S2,,short_window,none,2,missed_window,0,0,,,0.0,,12,0.10409877499720703,0.11943168499856256,0.12081400002352893,96,1152,12,nan,nan,0.10422104488359807,64.8772116368536,0,0,0,177.1672622617502,242.04447389860383,103.47544674708355,2.5,0,2,0,nan,nan,nan,nan,nan,nan,1.4077493000077084
S2_short_window_prepare_i0,S2,,short_window,prepare,0,missed_window,0,0,,,0.0,,12,0.09766072500497103,0.11250488999648951,0.11515490000601858,96,1152,12,nan,nan,0.20920978129942203,57.714604878178065,0,0,0,162.03310847320571,219.74771335138377,100.44422621158604,2.5,0,31,0,nan,nan,nan,nan,nan,nan,1.3235130999819376
S2_short_window_prepare_i1,S2,,short_window,prepare,1,missed_window,0,0,,,0.0,,16,0.09282182499373448,0.10617274999094661,0.10856329998932779,96,1536,16,nan,nan,-0.42695841431270143,128.69810767018328,0,0,0,245.68414089114245,374.3822485613257,142.35284431139024,2.5,0,31,45,nan,nan,nan,nan,nan,nan,1.6311461000004783
S2_short_window_prepare_i2,S2,,short_window,prepare,2,missed_window,0,0,,,0.0,,12,0.09598955000789526,0.11281321997521446,0.11304949998157099,96,1152,12,nan,nan,0.10422104488359807,66.14937565587054,0,0,0,177.1923134124635,243.34168906833406,104.74090965660137,2.5,0,31,0,nan,nan,nan,nan,nan,nan,1.3066990000079386
S3_ample_none_i1,S3,,ample,none,1,completed,1,1,2.5,5.5,0.0,0.0,11,0.15301857271697372,0.22708594999858178,0.24923280003713444,15.636363636363637,172,11,166.51320710079264,5.5,3.240259627973745,3.6516768285783856,27.73370978986713,15.246186973436103,54.531381057327,0,101.16295464920863,34.101500748358966,2.5,0,5,0,1.0,10.164807562727166,3.033643440554229,0.022010884212101622,0.9419663702355927,1.0,1.8768808000022545
S3_ample_none_i2,S3,,ample,none,2,completed,1,1,1.5000000000000002,4.5,0.0,0.0,9,0.1533187555679534,0.22223941999254748,0.22370529995532706,17.555555555555557,158,9,162.8853905769185,4.5,3.0644510243605723,1.9604700740266328,10.587729040274299,5.53422951320941,15.87515272702747,0,33.95758135453781,10.099604233402733,2.5,0,5,0,1.0,14.131370709991916,4.004888559119067,-0.12075971902915894,0.4888224813041624,1.0,1.586174600000959
S3_ample_prepare_i1,S3,,ample,prepare,1,completed,1,1,2.5,5.5,0.0,0.0,11,0.17856076364511286,0.2813083999790251,0.300402499968186,15.636363636363637,172,11,166.51320710079264,5.5,3.241685957001387,4.067844860305889,28.440320388507196,15.26485597680332,54.53297690769497,0,102.30599813331138,35.46828348455651,2.500000000000002,0,34,0,1.0,10.154575437127894,3.02744102470443,0.020107896077683485,0.9412655885331502,1.0,2.153796400001738
S3_ample_prepare_i2,S3,,ample,prepare,2,completed,1,1,1.5000000000000002,4.5,0.0,0.0,9,0.1318288000054761,0.2209594800136983,0.25886920001357794,17.555555555555557,158,9,162.8853905769185,4.5,1.8376369594604753,1.9604700740266328,11.667688821373698,5.622084915816884,16.80345861207851,0,36.053702423295725,11.61458598012207,2.500000000000002,0,34,0,1.0,14.1346621678069,4.009050575714358,-0.11700758389041832,0.49041834433847753,1.0,1.3649788000038825
