run_id,method,ablation,scenario,disturbance,init_variant,outcome,success,task_phase,failure_type,merge_start_time_s,completion_time_s,physical_target_gap_m,physical_gap_floor_m,min_net_gap_m,hard_violation_count,road_violation_count,safety_recheck_violation_count,safety_correction_count,action_saturation_count,safety_correction_abs_mean_mps2,max_abs_jerk_mps3,mean_abs_jerk_mps3,compute_time_s,pair_gain_total_error_max_s-1,space_feedback_abs_mean_s-1,partner_feedback_abs_mean_s-1,effective_q_delta_abs_mean_s-1,q_saturation_fraction,space_feedback_prepare_mean_s-1,space_feedback_execute_mean_s-1,space_feedback_failure_handling_mean_s-1,mean_spatial_reference_offset_m,K_MR_mean_s-1,K_RM_mean_s-1,total_speed_deficit_distance_m,total_speed_deficit_integral_m_s,total_effort_integral_m2_s3
C_collaborative_prepare_i1_no_W,C,no_W,collaborative,prepare,1,missed_window,0,FAILURE_HANDLING,missed_window,,,21.400000000000002,21.400000000000002,16.273627243922828,0,0,0,0,59,0.0,2.500000000000001,0.20712203906257448,0.33443350001471117,0.0,0.012412723748478214,0.0,0.0631638821975126,0.15,0.011894809553671481,0.0,0.012638004810793253,0.29711591697901385,0.05137071651090342,0.05137071651090342,3.179842874697462,3.179842874697462,6.552286827232675
C_collaborative_prepare_i1_no_partner,C,no_partner,collaborative,prepare,1,missed_window,0,FAILURE_HANDLING,missed_window,,,21.400000000000002,21.400000000000002,16.273627243922828,0,0,0,0,59,0.0,2.500000000000001,0.20712203906257448,0.3102548000169918,0.0,0.012412723748478214,0.0,0.0631638821975126,0.15,0.011894809553671481,0.0,0.012638004810793253,0.29711591697901385,0.05137071651090342,0.05137071651090342,3.179842874697462,3.179842874697462,6.552286827232675
D_collaborative_prepare_i1,D,,collaborative,prepare,1,missed_window,0,FAILURE_HANDLING,missed_window,,,21.400000000000002,21.400000000000002,16.273657428000956,0,0,0,0,58,0.0,2.5,0.2066158116851878,0.3364696999778971,0.0,0.012118977762746758,0.0005854713426344805,0.06274403382250662,0.153125,0.013698390579551299,0.0,0.012265682148315174,0.2983940106303308,0.04561238428268215,0.058188238770277366,3.217156062205749,3.217156062205749,6.478705415512187
D_collaborative_prepare_i1_symmetric_k,D,symmetric_k,collaborative,prepare,1,missed_window,0,FAILURE_HANDLING,missed_window,,,21.400000000000002,21.400000000000002,16.273655206850048,0,0,0,0,58,0.0,2.5,0.2064921397890392,0.3128677000058815,0.0,0.012102149447019659,0.0005864524757409762,0.06270044804251049,0.153125,0.01369159466206208,0.0,0.012245839362168104,0.29850880475410707,0.05190031152647974,0.05190031152647974,3.2163253033528583,3.2163253033528583,6.469385582049569
C_short_window_none_i0,C,,short_window,none,0,missed_window,0,FAILURE_HANDLING,missed_window,,,21.400000000000002,21.400000000000002,12.984847962629427,0,0,0,0,31,0.0,2.5,0.16371472100557713,0.2908451000112109,0.0,0.02581959571634234,0.004619169661575369,0.06302209557175656,0.153125,0.07966345811551379,0.0,0.008387884920804538,0.09883480752909057,0.05242990654205607,0.05242990654205607,17.274062592534932,17.274062592534932,8.553999391571525
C_short_window_none_i0_no_space,C,no_space,short_window,none,0,missed_window,0,FAILURE_HANDLING,missed_window,,,21.400000000000002,21.400000000000002,12.987202159034108,0,0,0,0,30,0.0,2.5,0.17969732526557652,0.2937630999949761,0.0,0.0,0.0014435148181563054,0.06317893540768782,0.159375,0.004619247418100178,0.0,0.0,0.0984673696043572,0.0529595015576324,0.0529595015576324,17.88364781639173,17.88364781639173,10.246274766703412
C_short_window_none_i0_no_W,C,no_W,short_window,none,0,missed_window,0,FAILURE_HANDLING,missed_window,,,21.400000000000002,21.400000000000002,12.984756309041469,0,0,0,0,31,0.0,2.5,0.16171219272971346,0.27779059996828437,0.0,0.025845787596082498,0.0,0.06304857298819726,0.159375,0.06302032380182829,0.0,0.00919294106047692,0.09675090847595329,0.05242990654205607,0.05242990654205607,17.132896147492584,17.132896147492584,8.214346523983773
C_short_window_none_i0_no_partner,C,no_partner,short_window,none,0,missed_window,0,FAILURE_HANDLING,missed_window,,,21.400000000000002,21.400000000000002,12.984756309041469,0,0,0,0,31,0.0,2.5,0.16171219272971346,0.2943968999898061,0.0,0.025845787596082498,0.0,0.06304857298819726,0.159375,0.06302032380182829,0.0,0.00919294106047692,0.09675090847595329,0.05242990654205607,0.05242990654205607,17.132896147492584,17.132896147492584,8.214346523983773
D_short_window_none_i0,D,,short_window,none,0,missed_window,0,FAILURE_HANDLING,missed_window,,,21.400000000000002,21.400000000000002,12.984843523903688,0,0,0,0,31,0.0,2.5,0.16374367063051293,0.31778250000206754,0.0,0.02582026804030354,0.004611152410371358,0.06304839474867897,0.153125,0.07965208379285861,0.0,0.00838234501684599,0.09887384792596146,0.050678566962564425,0.05418124612154772,17.27563267596706,17.27563267596706,8.557923411863092
D_short_window_none_i0_symmetric_k,D,symmetric_k,short_window,none,0,missed_window,0,FAILURE_HANDLING,missed_window,,,21.400000000000002,21.400000000000002,12.984847962629427,0,0,0,0,31,0.0,2.5,0.16371472100557713,0.3050803999649361,0.0,0.02581959571634234,0.004619169661575369,0.06302209557175656,0.153125,0.07966345811551379,0.0,0.008387884920804538,0.09883480752909057,0.05242990654205607,0.05242990654205607,17.274062592534932,17.274062592534932,8.553999391571525
